team,jersey,player_tm,tm_url,pos,dob,club,market_value,birthplace_city,birthplace_country,birthplace_lat,birthplace_lon
Algeria,11,Anis Hadj Moussa,https://www.transfermarkt.com/anis-hadj-moussa/profil/spieler/917911,Right Winger,2002-02-11,Feyenoord Rotterdam,23000000.0,Paris,France,48.8588897,2.320041
Algeria,12,Nadhir Benbouali,https://www.transfermarkt.com/nadhir-benbouali/profil/spieler/840254,Centre-Forward,2000-04-17,ETO FC,1200000.0,Chlef,Algeria,36.1649385,1.3315687
Algeria,13,Jaouen Hadjam,https://www.transfermarkt.com/jaouen-hadjam/profil/spieler/750903,Left-Back,2003-03-26,BSC Young Boys,7000000.0,Paris,France,48.8588897,2.320041
Algeria,14,Hicham Boudaoui,https://www.transfermarkt.com/hicham-boudaoui/profil/spieler/560593,Central Midfield,1999-09-23,OGC Nice,12000000.0,Béchar,Algeria,31.385726,-2.0115958
Algeria,15,Rayan Aït-Nouri,https://www.transfermarkt.com/rayan-ait-nouri/profil/spieler/578391,Left-Back,2001-06-06,Manchester City,40000000.0,Montreuil,France,50.4638918,1.7631125
Algeria,16,Oussama Benbout,https://www.transfermarkt.com/oussama-benbout/profil/spieler/437982,Goalkeeper,1994-10-11,USM Alger,850000.0,Aïn M'lila,Algeria,36.0375444,6.570986
Algeria,17,Rafik Belghali,https://www.transfermarkt.com/rafik-belghali/profil/spieler/864306,Right-Back,2002-06-07,Hellas Verona,7000000.0,Leuven,Belgium,50.879202,4.7011675
Algeria,18,Mohamed Amoura,https://www.transfermarkt.com/mohamed-amoura/profil/spieler/746910,Centre-Forward,2000-05-09,VfL Wolfsburg,20000000.0,Tahir,Algeria,36.7712912,5.897589
Algeria,19,Nabil Bentaleb,https://www.transfermarkt.com/nabil-bentaleb/profil/spieler/245537,Defensive Midfield,1994-11-24,LOSC Lille,4500000.0,Lille,France,50.6365654,3.0635282
Algeria,20,Adil Boulbina,https://www.transfermarkt.com/adil-boulbina/profil/spieler/748443,Left Winger,2003-05-02,Al-Duhail SC,3000000.0,El Milia,Algeria,36.7514104,6.2744614
Algeria,21,Ramy Bensebaini,https://www.transfermarkt.com/ramy-bensebaini/profil/spieler/284732,Centre-Back,1995-04-16,Borussia Dortmund,7000000.0,Constantine,Algeria,36.3641642,6.6084281
Algeria,22,Ibrahim Maza,https://www.transfermarkt.com/ibrahim-maza/profil/spieler/905011,Attacking Midfield,2005-11-24,Bayer 04 Leverkusen,45000000.0,Berlin,Germany,52.5173885,13.3951309
Algeria,23,Luca Zidane,https://www.transfermarkt.com/luca-zidane/profil/spieler/283489,Goalkeeper,1998-05-13,Granada CF,1000000.0,Marseille,France,43.2963986,5.3777888
Algeria,24,Yassine Titraoui,https://www.transfermarkt.com/yassine-titraoui/profil/spieler/748445,Central Midfield,2003-07-26,Royal Charleroi SC,7000000.0,M'Sila,Algeria,35.1300205,4.2003107
Algeria,25,Farès Ghedjemis,https://www.transfermarkt.com/fares-ghedjemis/profil/spieler/888738,Right Winger,2002-09-06,Frosinone Calcio,7500000.0,Montreuil,France,50.4638918,1.7631125
Algeria,26,Samir Chergui,https://www.transfermarkt.com/samir-chergui/profil/spieler/668167,Centre-Back,1999-02-06,Paris FC,3000000.0,Arpajon,France,44.9034428,2.4570176
Argentina,1,Juan Musso,https://www.transfermarkt.com/juan-musso/profil/spieler/242359,Goalkeeper,1994-05-06,Atlético de Madrid,3000000.0,San Nicolás de los Arroyos,Argentina,-33.3277089,-60.2165909
Argentina,2,Marcos Senesi,https://www.transfermarkt.com/marcos-senesi/profil/spieler/469781,Centre-Back,1997-05-10,AFC Bournemouth,25000000.0,Concordia,Argentina,-31.3972539,-58.0173305
Argentina,3,Nicolás Tagliafico,https://www.transfermarkt.com/nicolas-tagliafico/profil/spieler/131225,Left-Back,1992-08-31,Olympique Lyon,4000000.0,Rafael Calzada,Argentina,-34.7916002,-58.3507175
Argentina,4,Gonzalo Montiel,https://www.transfermarkt.com/gonzalo-montiel/profil/spieler/402733,Right-Back,1997-01-01,CA River Plate,4500000.0,González Catán,Argentina,-34.769249,-58.6480318
Argentina,5,Leandro Paredes,https://www.transfermarkt.com/leandro-paredes/profil/spieler/166237,Defensive Midfield,1994-06-29,CA Boca Juniors,5000000.0,San Justo,Argentina,-34.6774186,-58.5607837
Argentina,6,Lisandro Martínez,https://www.transfermarkt.com/lisandro-martinez/profil/spieler/480762,Centre-Back,1998-01-18,Manchester United,40000000.0,Gualeguay,Argentina,-33.1504259,-59.3106789
Argentina,7,Rodrigo De Paul,https://www.transfermarkt.com/rodrigo-de-paul/profil/spieler/255901,Central Midfield,1994-05-24,Inter Miami CF,14000000.0,Sarandí,Argentina,-34.680758,-58.3463289
Argentina,8,Valentín Barco,https://www.transfermarkt.com/valentin-barco/profil/spieler/849410,Central Midfield,2004-07-23,RC Strasbourg Alsace,40000000.0,25 de Mayo,Argentina,-35.4324152,-60.171624
Argentina,9,Julián Alvarez,https://www.transfermarkt.com/julian-alvarez/profil/spieler/576024,Centre-Forward,2000-01-31,Atlético de Madrid,100000000.0,Calchín,Argentina,-31.666667,-63.2
Argentina,10,Lionel Messi,https://www.transfermarkt.com/lionel-messi/profil/spieler/28003,Right Winger,1987-06-24,Inter Miami CF,15000000.0,Rosario,Argentina,-32.9593609,-60.6617024
Argentina,11,Giovani Lo Celso,https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795,Attacking Midfield,1996-04-09,Real Betis Balompié,8000000.0,Rosario,Argentina,-32.9593609,-60.6617024
Argentina,12,Gerónimo Rulli,https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604,Goalkeeper,1992-05-20,Olympique Marseille,6000000.0,La Plata,Argentina,-34.9206797,-57.9537638
Argentina,13,Cristian Romero,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,Centre-Back,1998-04-27,Tottenham Hotspur,45000000.0,Córdoba,Argentina,-31.4166867,-64.1834193
Argentina,14,Exequiel Palacios,https://www.transfermarkt.com/exequiel-palacios/profil/spieler/401578,Central Midfield,1998-10-05,Bayer 04 Leverkusen,25000000.0,Famaillá,Argentina,-27.054364,-65.4020439
Argentina,15,Nico González,https://www.transfermarkt.com/nico-gonzalez/profil/spieler/486031,Left Winger,1998-04-06,Atlético de Madrid,22000000.0,Belén de Escobar,Argentina,-34.3453213,-58.7950701
Argentina,16,Thiago Almada,https://www.transfermarkt.com/thiago-almada/profil/spieler/576028,Left Winger,2001-04-26,Atlético de Madrid,15000000.0,Ciudadela,Argentina,-34.6399288,-58.5410771
Argentina,17,Giuliano Simeone,https://www.transfermarkt.com/giuliano-simeone/profil/spieler/742201,Right Winger,2002-12-18,Atlético de Madrid,40000000.0,Roma,Italy,41.8933203,12.4829321
Argentina,18,Nico Paz,https://www.transfermarkt.com/nico-paz/profil/spieler/948294,Attacking Midfield,2004-09-08,Como 1907,80000000.0,Santa Cruz de Tenerife,Spain,28.467178,-16.2507843
Argentina,19,Nicolás Otamendi,https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781,Centre-Back,1988-02-12,SL Benfica,1000000.0,El Talar,Argentina,-23.5575972,-64.3615471
Argentina,20,Alexis Mac Allister,https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033,Central Midfield,1998-12-24,Liverpool FC,70000000.0,Santa Rosa,Argentina,-36.6203503,-64.2905765
Argentina,21,José Manuel López,https://www.transfermarkt.com/jose-manuel-lopez/profil/spieler/844797,Centre-Forward,2000-12-06,Sociedade Esportiva Palmeiras,25000000.0,San Lorenzo,Argentina,-32.7454865,-60.743091
Argentina,22,Lautaro Martínez,https://www.transfermarkt.com/lautaro-martinez/profil/spieler/406625,Centre-Forward,1997-08-22,Inter Milan,85000000.0,Bahía Blanca,Argentina,-38.7176522,-62.2654871
Argentina,23,Emiliano Martínez,https://www.transfermarkt.com/emiliano-martinez/profil/spieler/111873,Goalkeeper,1992-09-02,Aston Villa,12000000.0,Mar del Plata,Argentina,-37.9976168,-57.5482079
Argentina,24,Enzo Fernández,https://www.transfermarkt.com/enzo-fernandez/profil/spieler/648195,Central Midfield,2001-01-17,Chelsea FC,90000000.0,San Martín,Argentina,-34.5771577,-58.5377237
Argentina,25,Facundo Medina,https://www.transfermarkt.com/facundo-medina/profil/spieler/474800,Centre-Back,1999-05-28,Olympique Marseille,18000000.0,Villa Fiorito,Argentina,-34.7060254,-58.4385267
Argentina,26,Nahuel Molina,https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042,Right-Back,1998-04-06,Atlético de Madrid,15000000.0,Embalse,Argentina,-32.2067571,-64.4006283
Australia,1,Mathew Ryan,https://www.transfermarkt.com/mathew-ryan/profil/spieler/128969,Goalkeeper,1992-04-08,Levante UD,1800000.0,Plumpton,Australia,-33.7566667,150.8427778
Australia,2,Milos Degenek,https://www.transfermarkt.com/milos-degenek/profil/spieler/187353,Centre-Back,1994-04-28,APOEL Nicosia,450000.0,Knin,Yugoslavia (Republic),,
Australia,3,Alessandro Circati,https://www.transfermarkt.com/alessandro-circati/profil/spieler/867137,Centre-Back,2003-10-10,Parma Calcio 1913,12000000.0,Fidenza,Italy,44.866522,10.0611939
Australia,4,Jacob Italiano,https://www.transfermarkt.com/jacob-italiano/profil/spieler/545810,Right-Back,2001-07-30,Grazer AK 1902,600000.0,Perth,Australia,-31.9558967,115.8605784
Australia,5,Jordan Bos,https://www.transfermarkt.com/jordan-bos/profil/spieler/855731,Left-Back,2002-10-29,Feyenoord Rotterdam,12000000.0,Melbourne,Australia,-37.8142454,144.9631732
Australia,6,Jason Geria,https://www.transfermarkt.com/jason-geria/profil/spieler/185175,Right-Back,1993-05-10,Albirex Niigata,350000.0,Canberra,Australia,-35.2975906,149.1012676
Australia,7,Mathew Leckie,https://www.transfermarkt.com/mathew-leckie/profil/spieler/126214,Left Winger,1991-02-04,Melbourne City FC,300000.0,Melbourne,Australia,-37.8142454,144.9631732
Australia,8,Connor Metcalfe,https://www.transfermarkt.com/connor-metcalfe/profil/spieler/522223,Central Midfield,1999-11-05,FC St. Pauli,1500000.0,Newcastle,Australia,-32.9192953,151.7795348
Australia,9,Mohamed Touré,https://www.transfermarkt.com/mohamed-toure/profil/spieler/742770,Centre-Forward,2004-03-26,Norwich City,8000000.0,Conakry,Guinea,9.5170602,-13.6998434
Australia,10,Ajdin Hrustic,https://www.transfermarkt.com/ajdin-hrustic/profil/spieler/265625,Central Midfield,1996-07-05,Heracles Almelo,600000.0,Melbourne,Australia,-37.8142454,144.9631732
Australia,11,Awer Mabil,https://www.transfermarkt.com/awer-mabil/profil/spieler/255729,Left Winger,1995-09-15,CD Castellón,500000.0,Kakuma,Kenya,3.706286,34.873489
Australia,12,Paul Izzo,https://www.transfermarkt.com/paul-izzo/profil/spieler/181921,Goalkeeper,1995-01-06,Randers FC,500000.0,Adelaide,Australia,-34.9281805,138.5999312
Australia,13,Aiden O'Neill,https://www.transfermarkt.com/aiden-oneill/profil/spieler/385918,Defensive Midfield,1998-07-04,New York City FC,3000000.0,Brisbane,Australia,-27.4689623,153.0235009
Australia,14,Cammy Devlin,https://www.transfermarkt.com/cammy-devlin/profil/spieler/399162,Central Midfield,1998-06-07,Heart of Midlothian FC,2000000.0,Sydney,Australia,-33.8698439,151.2082848
Australia,15,Kai Trewin,https://www.transfermarkt.com/kai-trewin/profil/spieler/691326,Defensive Midfield,2001-05-18,New York City FC,1800000.0,Batemans Bay,Australia,-35.7072183,150.178289
Australia,16,Aziz Behich,https://www.transfermarkt.com/aziz-behich/profil/spieler/136834,Left-Back,1990-12-16,Melbourne City FC,250000.0,Melbourne,Australia,-37.8142454,144.9631732
Australia,17,Nestory Irankunda,https://www.transfermarkt.com/nestory-irankunda/profil/spieler/956920,Right Winger,2006-02-09,Watford FC,8000000.0,Kigoma,Tanzania,-4.5126571,30.0050533
Australia,18,Patrick Beach,https://www.transfermarkt.com/patrick-beach/profil/spieler/983578,Goalkeeper,2003-08-06,Melbourne City FC,1000000.0,Sydney,Australia,-33.8698439,151.2082848
Australia,19,Harry Souttar,https://www.transfermarkt.com/harry-souttar/profil/spieler/298091,Centre-Back,1998-10-22,Leicester City,3500000.0,Aberdeen,Scotland,57.1482429,-2.0928095
Australia,20,Cristian Volpato,https://www.transfermarkt.com/cristian-volpato/profil/spieler/746891,Attacking Midfield,2003-11-15,US Sassuolo,10000000.0,Camperdown,Australia,-33.8896116,151.1800986
Australia,21,Cameron Burgess,https://www.transfermarkt.com/cameron-burgess/profil/spieler/255788,Centre-Back,1995-10-21,Swansea City,1500000.0,Aberdeen,Scotland,57.1482429,-2.0928095
Australia,22,Jackson Irvine,https://www.transfermarkt.com/jackson-irvine/profil/spieler/192557,Central Midfield,1993-03-07,FC St. Pauli,1000000.0,Melbourne,Australia,-37.8142454,144.9631732
Australia,23,Nishan Velupillay,https://www.transfermarkt.com/nishan-velupillay/profil/spieler/888140,Left Winger,2001-05-07,Melbourne Victory,650000.0,Melbourne,Australia,-37.8142454,144.9631732
Australia,24,Paul Okon-Engstler,https://www.transfermarkt.com/paul-okon-engstler/profil/spieler/1064377,Defensive Midfield,2005-01-24,Sydney FC,1200000.0,Oostende,Belgium,51.2258565,2.919496
Australia,25,Lucas Herrington,https://www.transfermarkt.com/lucas-herrington/profil/spieler/1279984,Centre-Back,2007-09-05,Colorado Rapids,4500000.0,Brisbane,Australia,-27.4689623,153.0235009
Australia,26,Tete Yengi,https://www.transfermarkt.com/tete-yengi/profil/spieler/849429,Centre-Forward,2000-11-28,Machida Zelvia,450000.0,Adelaide,Australia,-34.9281805,138.5999312
Austria,1,Alexander Schlager,https://www.transfermarkt.com/alexander-schlager/profil/spieler/186374,Goalkeeper,1996-02-01,Red Bull Salzburg,2000000.0,Salzburg,Austria,47.7981346,13.0464806
Austria,2,David Affengruber,https://www.transfermarkt.com/david-affengruber/profil/spieler/452483,Centre-Back,2001-03-19,Elche CF,20000000.0,Scheibbs,Austria,48.0053866,15.1674871
Austria,3,Kevin Danso,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Centre-Back,1998-09-19,Tottenham Hotspur,20000000.0,Voitsberg,Austria,47.0504742,15.1474771
Austria,4,Xaver Schlager,https://www.transfermarkt.com/xaver-schlager/profil/spieler/223979,Central Midfield,1997-09-28,RB Leipzig,10000000.0,Linz,Austria,48.3059078,14.286198
Austria,5,Stefan Posch,https://www.transfermarkt.com/stefan-posch/profil/spieler/223974,Centre-Back,1997-05-14,1.FSV Mainz 05,6000000.0,Judenburg,Austria,47.1694082,14.6601079
Austria,6,Nicolas Seiwald,https://www.transfermarkt.com/nicolas-seiwald/profil/spieler/404950,Defensive Midfield,2001-05-04,RB Leipzig,25000000.0,Kuchl,Austria,47.6258369,13.1451024
Austria,7,Marko Arnautovic,https://www.transfermarkt.com/marko-arnautovic/profil/spieler/41384,Centre-Forward,1989-04-19,Red Star Belgrade,2000000.0,Wien,Austria,48.2083537,16.3725042
Austria,8,David Alaba,https://www.transfermarkt.com/david-alaba/profil/spieler/59016,Centre-Back,1992-06-24,Real Madrid,3000000.0,Wien,Austria,48.2083537,16.3725042
Austria,9,Marcel Sabitzer,https://www.transfermarkt.com/marcel-sabitzer/profil/spieler/106987,Central Midfield,1994-03-17,Borussia Dortmund,6000000.0,Wels,Austria,48.1565472,14.0243752
Austria,10,Florian Grillitsch,https://www.transfermarkt.com/florian-grillitsch/profil/spieler/195736,Defensive Midfield,1995-08-07,SC Braga,2500000.0,Neunkirchen,Austria,47.7221147,16.081602
Austria,11,Michael Gregoritsch,https://www.transfermarkt.com/michael-gregoritsch/profil/spieler/120205,Centre-Forward,1994-04-18,FC Augsburg,1500000.0,Graz,Austria,47.0708678,15.4382786
Austria,12,Florian Wiegele,https://www.transfermarkt.com/florian-wiegele/profil/spieler/393999,Goalkeeper,2001-03-21,FC Viktoria Plzen,2200000.0,Graz,Austria,47.0708678,15.4382786
Austria,13,Patrick Pentz,https://www.transfermarkt.com/patrick-pentz/profil/spieler/223972,Goalkeeper,1997-01-02,Bröndby IF,2200000.0,Salzburg,Austria,47.7981346,13.0464806
Austria,14,Sasa Kalajdzic,https://www.transfermarkt.com/sasa-kalajdzic/profil/spieler/369567,Centre-Forward,1997-07-07,LASK,4000000.0,Wien,Austria,48.2083537,16.3725042
Austria,15,Philipp Lienhart,https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657,Centre-Back,1996-07-11,SC Freiburg,10000000.0,Lilienfeld,Austria,48.0149797,15.5966191
Austria,16,Phillipp Mwene,https://www.transfermarkt.com/phillipp-mwene/profil/spieler/127573,Left-Back,1994-01-29,1.FSV Mainz 05,1500000.0,Wien,Austria,48.2083537,16.3725042
Austria,17,Carney Chukwuemeka,https://www.transfermarkt.com/carney-chukwuemeka/profil/spieler/659459,Central Midfield,2003-10-20,Borussia Dortmund,20000000.0,Wien,Austria,48.2083537,16.3725042
Austria,18,Romano Schmid,https://www.transfermarkt.com/romano-schmid/profil/spieler/346853,Attacking Midfield,2000-01-27,SV Werder Bremen,15000000.0,Graz,Austria,47.0708678,15.4382786
Austria,19,Dejan Ljubicic,https://www.transfermarkt.com/dejan-ljubicic/profil/spieler/287188,Defensive Midfield,1997-10-08,FC Schalke 04,3000000.0,Wien,Austria,48.2083537,16.3725042
Austria,20,Konrad Laimer,https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967,Right-Back,1997-05-27,Bayern Munich,32000000.0,Salzburg,Austria,47.7981346,13.0464806
Austria,21,Patrick Wimmer,https://www.transfermarkt.com/patrick-wimmer/profil/spieler/533295,Right Winger,2001-05-30,VfL Wolfsburg,12000000.0,Tulln,Austria,48.3311702,16.05179
Austria,22,Alexander Prass,https://www.transfermarkt.com/alexander-prass/profil/spieler/434116,Left Midfield,2001-05-26,TSG 1899 Hoffenheim,9000000.0,Hellmonsödt,Austria,48.4317006,14.3000344
Austria,23,Marco Friedl,https://www.transfermarkt.com/marco-friedl/profil/spieler/156990,Centre-Back,1998-03-16,SV Werder Bremen,10000000.0,Kirchbichl,Austria,47.5111617,12.0859208
Austria,24,Paul Wanner,https://www.transfermarkt.com/paul-wanner/profil/spieler/900909,Central Midfield,2005-12-23,PSV Eindhoven,22000000.0,Dornbirn,Austria,47.4136351,9.7423762
Austria,25,Michael Svoboda,https://www.transfermarkt.com/michael-svoboda/profil/spieler/438961,Centre-Back,1998-10-15,Venezia FC,3500000.0,Wien,Austria,48.2083537,16.3725042
Austria,26,Alessandro Schöpf,https://www.transfermarkt.com/alessandro-schopf/profil/spieler/118397,Central Midfield,1994-02-07,Wolfsberger AC,800000.0,Umhausen,Austria,47.1379396,10.9298872
Belgium,1,Thibaut Courtois,https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390,Goalkeeper,1992-05-11,Real Madrid,15000000.0,Bree,Belgium,51.1416131,5.5974552
Belgium,2,Zeno Debast,https://www.transfermarkt.com/zeno-debast/profil/spieler/548193,Centre-Back,2003-10-24,Sporting CP,28000000.0,Halle,Belgium,50.7360524,4.2374349
Belgium,3,Arthur Theate,https://www.transfermarkt.com/arthur-theate/profil/spieler/368891,Centre-Back,2000-05-25,Eintracht Frankfurt,17000000.0,Liège,Belgium,50.6450944,5.5736112
Belgium,4,Brandon Mechele,https://www.transfermarkt.com/brandon-mechele/profil/spieler/236168,Centre-Back,1993-01-28,Club Brugge KV,2800000.0,Bredene,Belgium,51.2389408,2.9724493
Belgium,5,Maxim De Cuyper,https://www.transfermarkt.com/maxim-de-cuyper/profil/spieler/429915,Left-Back,2000-12-22,Brighton & Hove Albion,22000000.0,Knokke-Heist,Belgium,51.3433866,3.2884738
Belgium,6,Axel Witsel,https://www.transfermarkt.com/axel-witsel/profil/spieler/35047,Defensive Midfield,1989-01-12,Girona FC,1200000.0,Liège,Belgium,50.6450944,5.5736112
Belgium,7,Kevin De Bruyne,https://www.transfermarkt.com/kevin-de-bruyne/profil/spieler/88755,Attacking Midfield,1991-06-28,SSC Napoli,8000000.0,Drongen,Belgium,51.0504639,3.6639157
Belgium,8,Youri Tielemans,https://www.transfermarkt.com/youri-tielemans/profil/spieler/249565,Central Midfield,1997-05-07,Aston Villa,30000000.0,Sint-Pieters-Leeuw,Belgium,50.7800261,4.2443604
Belgium,9,Romelu Lukaku,https://www.transfermarkt.com/romelu-lukaku/profil/spieler/96341,Centre-Forward,1993-05-13,SSC Napoli,6000000.0,Antwerpen,Belgium,51.2211097,4.3997081
Belgium,10,Leandro Trossard,https://www.transfermarkt.com/leandro-trossard/profil/spieler/144028,Left Winger,1994-12-04,Arsenal FC,18000000.0,Waterschei,Belgium,50.9958545,5.5223907
Belgium,11,Jérémy Doku,https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049,Left Winger,2002-05-27,Manchester City,75000000.0,Borgerhout,Belgium,51.2128453,4.4462406
Belgium,12,Senne Lammens,https://www.transfermarkt.com/senne-lammens/profil/spieler/503883,Goalkeeper,2002-07-07,Manchester United,35000000.0,Zottegem,Belgium,50.8642312,3.8102686
Belgium,13,Mike Penders,https://www.transfermarkt.com/mike-penders/profil/spieler/834397,Goalkeeper,2005-07-31,RC Strasbourg Alsace,25000000.0,Maasmechelen,Belgium,50.9634179,5.6960212
Belgium,14,Dodi Lukébakio,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,Right Winger,1997-09-24,SL Benfica,15000000.0,Brussels,Belgium,50.8467372,4.352493
Belgium,15,Thomas Meunier,https://www.transfermarkt.com/thomas-meunier/profil/spieler/100986,Right-Back,1991-09-12,LOSC Lille,1500000.0,Bastogne,Belgium,50.0023102,5.7173386
Belgium,16,Koni De Winter,https://www.transfermarkt.com/koni-de-winter/profil/spieler/490384,Centre-Back,2002-06-12,AC Milan,23000000.0,Antwerpen,Belgium,51.2211097,4.3997081
Belgium,17,Charles De Ketelaere,https://www.transfermarkt.com/charles-de-ketelaere/profil/spieler/435772,Attacking Midfield,2001-03-10,Atalanta BC,30000000.0,Brugge,Belgium,51.2085526,3.226772
Belgium,18,Joaquin Seys,https://www.transfermarkt.com/joaquin-seys/profil/spieler/981196,Left-Back,2005-03-28,Club Brugge KV,20000000.0,Oostende,Belgium,51.2258565,2.919496
Belgium,19,Diego Moreira,https://www.transfermarkt.com/diego-moreira/profil/spieler/655006,Left Midfield,2004-08-06,RC Strasbourg Alsace,25000000.0,Liège,Belgium,50.6450944,5.5736112
Belgium,20,Hans Vanaken,https://www.transfermarkt.com/hans-vanaken/profil/spieler/137576,Attacking Midfield,1992-08-24,Club Brugge KV,5000000.0,Neerpelt,Belgium,51.2292367,5.442759
Belgium,21,Timothy Castagne,https://www.transfermarkt.com/timothy-castagne/profil/spieler/262226,Right-Back,1995-12-05,Fulham FC,8000000.0,Arlon,Belgium,49.6834601,5.8167711
Belgium,22,Alexis Saelemaekers,https://www.transfermarkt.com/alexis-saelemaekers/profil/spieler/381950,Right Midfield,1999-06-27,AC Milan,20000000.0,Berchem-Sainte-Agathe,Belgium,50.8649231,4.2946734
Belgium,23,Nicolas Raskin,https://www.transfermarkt.com/nicolas-raskin/profil/spieler/422763,Defensive Midfield,2001-02-23,Rangers FC,12000000.0,Liège,Belgium,50.6450944,5.5736112
Belgium,24,Amadou Onana,https://www.transfermarkt.com/amadou-onana/profil/spieler/485706,Defensive Midfield,2001-08-16,Aston Villa,45000000.0,Dakar,Senegal,14.693425,-17.447938
Belgium,25,Nathan Ngoy,https://www.transfermarkt.com/nathan-ngoy/profil/spieler/548254,Centre-Back,2003-06-10,LOSC Lille,25000000.0,Brussel,Belgium,50.8551025,4.3510915
Belgium,26,Matias Fernandez-Pardo,https://www.transfermarkt.com/matias-fernandez-pardo/profil/spieler/724129,Centre-Forward,2005-02-03,LOSC Lille,35000000.0,Brussel,Belgium,50.8551025,4.3510915
Bosnia-Herzegovina,1,Nikola Vasilj,https://www.transfermarkt.com/nikola-vasilj/profil/spieler/248454,Goalkeeper,1995-12-02,FC St. Pauli,4500000.0,Mostar,Bosnia-Herzegovina,43.3435855,17.8076584
Bosnia-Herzegovina,2,Nihad Mujakic,https://www.transfermarkt.com/nihad-mujakic/profil/spieler/380919,Centre-Back,1998-04-15,Gaziantep FK,1200000.0,Sarajevo,Bosnia-Herzegovina,43.8570713,18.4126147
Bosnia-Herzegovina,3,Dennis Hadzikadunic,https://www.transfermarkt.com/dennis-hadzikadunic/profil/spieler/322065,Centre-Back,1998-07-09,UC Sampdoria,1200000.0,Malmö,Sweden,55.6052931,13.0001566
Bosnia-Herzegovina,4,Tarik Muharemović,https://www.transfermarkt.com/tarik-muharemovic/profil/spieler/679423,Centre-Back,2003-02-28,US Sassuolo,25000000.0,Ljubljana,Slovenia,46.0500268,14.5069289
Bosnia-Herzegovina,5,Sead Kolasinac,https://www.transfermarkt.com/sead-kolasinac/profil/spieler/94005,Centre-Back,1993-06-20,Atalanta BC,4000000.0,Karlsruhe,Germany,49.0068705,8.4034195
Bosnia-Herzegovina,6,Benjamin Tahirović,https://www.transfermarkt.com/benjamin-tahirovic/profil/spieler/787907,Central Midfield,2003-03-03,Bröndby IF,4500000.0,Spånga,Sweden,59.3836259,17.8981821
Bosnia-Herzegovina,7,Amar Dedić,https://www.transfermarkt.com/amar-dedic/profil/spieler/519184,Right-Back,2002-08-18,SL Benfica,16000000.0,Zell am See,Austria,47.3239636,12.7963165
Bosnia-Herzegovina,8,Armin Gigovic,https://www.transfermarkt.com/armin-gigovic/profil/spieler/651269,Central Midfield,2002-04-06,BSC Young Boys,2500000.0,Lund,Sweden,55.7029296,13.1929449
